state,parlimen,ballot_order,name,name_display,party,votes,result,result_desc
Pahang,P.084 Paya Besar,3,Ahmad Azam Bin Mohamad Salleh,AHMAD AZAM,PAKATAN HARAPAN (PH),9192,0,lost
Pahang,P.084 Paya Besar,4,Mohd Shahar Bin Abdullah,DATO' INDERA MOHD SHAHAR BIN ABDULLAH,BARISAN NASIONAL (BN),26899,1,won
Pahang,P.085 Pekan,1,Sh Mohmed Puzi Bin Sh Ali,SH MOHMED PUZI BIN SH ALI,BARISAN NASIONAL (BN),47418,1,won
Pahang,P.085 Pekan,2,Mohd Naim Bin Zainal Abidin,MOHD NAIM ZAINAL ABIDIN,PAKATAN HARAPAN (PH),6316,0,lost_deposit
Pahang,P.085 Pekan,3,Tengku Zainul Hisham Bin Tengku Hussin,TENGKU DATO' HISHAM,BEBAS (BEBAS),366,0,lost_deposit
Pahang,P.085 Pekan,4,Mohammad Radhi Bin Abdul Razak,DATO' RADHI ABDUL RAZAK,PARTI PEJUANG TANAHAIR (PEJUANG),472,0,lost_deposit
Pahang,P.085 Pekan,5,Mohd Fadhil Noor Bin Abdul Karim,USTAZ MOHD FADHIL NOOR,PERIKATAN NASIONAL (PN),38469,0,lost
Pahang,P.086 Maran,1,Muhamad Hafiz Bin Ishak,MUHAMAD HAFIZ AL-HAFIZ,BEBAS (BEBAS),166,0,lost_deposit
Pahang,P.086 Maran,2,Shahaniza Bt Shamsuddin,SHAHANIZA SHAMSUDDIN,BARISAN NASIONAL (BN),17779,0,lost
Pahang,P.086 Maran,3,Ismail Bin Abd. Muttalib,DATO SRI DR HJ ISMAIL B HJ ABD MUTTALIB,PERIKATAN NASIONAL (PN),19600,1,won
Pahang,P.086 Maran,4,Ahmad Shuhor Bin Awang,AHMAD SHUHOR,PAKATAN HARAPAN (PH),3547,0,lost_deposit
Pahang,P.087 Kuala Krau,1,Ismail Bin Mohamed Said,DATO' SRI DR HAJI ISMAIL BIN MOHAMED SAID,BARISAN NASIONAL (BN),21481,0,lost
Pahang,P.087 Kuala Krau,2,Kamal Bin Ashaari,USTAZ HAJI KAMAL BIN ASHAARI,PERIKATAN NASIONAL (PN),22505,1,won
Pahang,P.087 Kuala Krau,3,Juhari Bin Osman,JUHARI OSMAN,PAKATAN HARAPAN (PH),3593,0,lost_deposit
Pahang,P.087 Kuala Krau,4,Shahruddin Bin Mohamed Salleh,SHAHRUDDIN MOHAMED SALLEH,PARTI PEJUANG TANAHAIR (PEJUANG),174,0,lost_deposit
Pahang,P.088 Temerloh,1,Mohd Sharkar Bin Shamsudin,DATO' SRI HJ MOHD SHARKAR BIN HJ SHAMSUDIN,BARISAN NASIONAL (BN),25191,0,lost
Pahang,P.088 Temerloh,2,Salamiah Binti Mohd Nor,HJH SALAMIAH MOHD NOR,PERIKATAN NASIONAL (PN),30929,1,won
Pahang,P.088 Temerloh,3,Mohd Hasbie Bin Muda,HASBIE MUDA,PAKATAN HARAPAN (PH),25409,0,lost
Pahang,P.088 Temerloh,4,Aminuddin Bin Yahaya,AMINUDDIN BIN YAHAYA,PARTI PEJUANG TANAHAIR (PEJUANG),1108,0,lost_deposit
Pahang,P.089 Bentong,1,Mohd Khalil Bin Abdul Hamid,ACHIK KHALIL,BEBAS (BEBAS),168,0,lost_deposit
Pahang,P.089 Bentong,2,Young Syefura Binti Othman,YOUNG SYEFURA BINTI OTHMAN,PAKATAN HARAPAN (PH),25075,1,won
Pahang,P.089 Bentong,3,Liow Tiong Lai,TAN SRI LIOW TIONG LAI,BARISAN NASIONAL (BN),24383,0,lost
Pahang,P.089 Bentong,4,Roslan Bin Hassan,DATUK ROSLAN HASSAN,PERIKATAN NASIONAL (PN),16233,0,lost
Pahang,P.089 Bentong,5,Wong Tack,WONG TACK,BEBAS (BEBAS),798,0,lost_deposit
Pahang,P.090 Bera,1,Asmawi Bin Harun,DATO ASMAWI,PERIKATAN NASIONAL (PN),12719,0,lost
Pahang,P.090 Bera,2,Ismail Sabri Bin Yaakob,ISMAIL SABRI BIN YAAKOB,BARISAN NASIONAL (BN),31762,1,won
Pahang,P.090 Bera,3,Abas Bin Awang,HAJI ABAS BIN AWANG,PAKATAN HARAPAN (PH),15067,0,lost
Pahang,P.091 Rompin,1,Hamizi Bin Hussain,HAMIZI BIN HUSSAIN,BEBAS (BEBAS),408,0,lost_deposit
Pahang,P.091 Rompin,2,Hasan Bin Arifin,DATO' SRI HAJI HASAN BIN ARIFIN,BARISAN NASIONAL (BN),30151,0,lost
Pahang,P.091 Rompin,3,Abdul Khalib Bin Abdullah,DATO' KHALIB,PERIKATAN NASIONAL (PN),31589,1,won
Pahang,P.091 Rompin,4,Erman Shah Bin Jaios,ERMAN SHAH,PAKATAN HARAPAN (PH),4779,0,lost_deposit
Selangor,P.092 Sabak Bernam,1,Idris Bin Md Yusof,DATO' SRI EIZLAN YUSOF,PARTI PEJUANG TANAHAIR (PEJUANG),460,0,lost_deposit
Selangor,P.092 Sabak Bernam,2,Abd. Rahman Bin Bakri,ABD RAHMAN BIN BAKRI,BARISAN NASIONAL (BN),12917,0,lost
Selangor,P.092 Sabak Bernam,3,Kalam Bin Salan,CIKGU KALAM BIN SALAN,PERIKATAN NASIONAL (PN),17973,1,won
Selangor,P.092 Sabak Bernam,4,Shamsul Ma'Arif Bin Ismail,HJ. SHAMSUL MA'ARIF ISMAIL,PAKATAN HARAPAN (PH),9627,0,lost
Selangor,P.093 Sungai Besar,1,Jamal Bin Md Yunos,DATO' SRI JAMAL YUNOS,BARISAN NASIONAL (BN),13984,0,lost
Selangor,P.093 Sungai Besar,2,Asmawar Bin Samat@Samad,DATO' ASMAWAR BIN SAMAT,PARTI PEJUANG TANAHAIR (PEJUANG),225,0,lost_deposit
Selangor,P.093 Sungai Besar,3,Muslimin Bin Yahaya,CIKGU MUSLIMIN YAHAYA,PERIKATAN NASIONAL (PN),19791,1,won
Selangor,P.093 Sungai Besar,4,Saipolyazan Bin Mat Yusop,HJ SAIPOLYAZAN M YUSOP,PAKATAN HARAPAN (PH),17070,0,lost
Selangor,P.094 Hulu Selangor,1,Azlinda Binti Baroni,AZLINDA BINTI BARONI,BEBAS (BEBAS),446,0,lost_deposit
Selangor,P.094 Hulu Selangor,2,Mohan A/L Thangarasu,DATUK T.MOHAN,BARISAN NASIONAL (BN),27050,0,lost
Selangor,P.094 Hulu Selangor,3,Harumaini Bin Haji Omar,HARUMAINI BIN HAJI OMAR,PARTI PEJUANG TANAHAIR (PEJUANG),1849,0,lost_deposit
Selangor,P.094 Hulu Selangor,4,Sathia Prakash A/L C. Nadarajan,DR. SATHIA PRAKASH NADARAJAN,PAKATAN HARAPAN (PH),45261,0,lost
Selangor,P.094 Hulu Selangor,5,Haniza Binti Mohamed Talha,HANIZA TALHA,PARTI BANGSA MALAYSIA (PBM),1013,0,lost_deposit
Selangor,P.094 Hulu Selangor,6,Mohd Hasnizan Bin Harun,HASNIZAN HARUN,PERIKATAN NASIONAL (PN),46823,1,won
Selangor,P.095 Tanjong Karang,1,Azlan Sani Bin Zawawi,LANDO BROTHERHOOD,PARTI PEJUANG TANAHAIR (PEJUANG),3557,0,lost_deposit
Selangor,P.095 Tanjong Karang,2,Mohd Rosni Bin Mastol,MOHD ROSNI,BEBAS (BEBAS),1406,0,lost_deposit
Selangor,P.095 Tanjong Karang,3,Zulkafperi Bin Hanapi,KAPT (B) DATO DR ZULKAFPERI,PERIKATAN NASIONAL (PN),18054,1,won
Selangor,P.095 Tanjong Karang,4,Siti Rahayu Binti Baharin,CIKGU RAHAYU,IKATAN DEMOKRATIK MALAYSIA (MUDA),12314,0,lost
Selangor,P.095 Tanjong Karang,5,Habibah Binti Mohd Yusof,DATO' HJH. HABIBAH,BARISAN NASIONAL (BN),15874,0,lost
Selangor,P.096 Kuala Selangor,1,Tengku Zafrul Bin Tengku Abdul Aziz,TENGKU ZAFRUL AZIZ,BARISAN NASIONAL (BN),30031,0,lost
Selangor,P.096 Kuala Selangor,2,Mohd Shaid Bin Rosli,YB SHAID ROSLI,PARTI PEJUANG TANAHAIR (PEJUANG),1778,0,lost_deposit
Selangor,P.096 Kuala Selangor,3,Dzulkefly Bin Ahmad,DS DR DZULKEFLY BIN AHMAD,PAKATAN HARAPAN (PH),31033,1,won
Selangor,P.096 Kuala Selangor,4,Mohd Noor Bin Mohd Shahar,USTAZ MOHD NOOR SHAHAR,PERIKATAN NASIONAL (PN),23639,0,lost
Selangor,P.097 Selayang,1,Abdul Rashid Bin Asari,DATUK ABDUL RASHID ASARI,PERIKATAN NASIONAL (PN),49154,0,lost
Selangor,P.097 Selayang,2,Chan Wun Hoong,CHAN WUN HOONG,BARISAN NASIONAL (BN),19425,0,lost
Selangor,P.097 Selayang,3,Sallehudin Bin Amiruddin,SALLEH AMIRUDDIN,PARTI PEJUANG TANAHAIR (PEJUANG),2584,0,lost_deposit
Selangor,P.097 Selayang,4,Muhammad Zaki Bin Omar,MUHAMMAD ZAKI BIN OMAR,BEBAS (BEBAS),945,0,lost_deposit
Selangor,P.097 Selayang,5,William Leong Jee Keen,WILLIAM LEONG JEE KEEN,PAKATAN HARAPAN (PH),72773,1,won
Selangor,P.098 Gombak,1,Mohamed Azmin Bin Ali,DATO' SERI AZMIN ALI,PERIKATAN NASIONAL (PN),59538,0,lost
Selangor,P.098 Gombak,2,Amirudin Bin Shari,AMIRUDIN SHARI,PAKATAN HARAPAN (PH),72267,1,won
Selangor,P.098 Gombak,3,Aziz Jamaludin Bin Hj Mhd Tahir,DATUK DR. AZIZ JAMALUDIN,PARTI PEJUANG TANAHAIR (PEJUANG),2223,0,lost_deposit
Selangor,P.098 Gombak,4,Zulkifli Bin Ahmad,IR HJ ZULKIFLI,BEBAS (BEBAS),675,0,lost_deposit
Selangor,P.098 Gombak,5,Megat Zulkarnain Bin Omardin,MEGAT ZULKARNAIN BIN OMARDIN,BARISAN NASIONAL (BN),30723,0,lost
Selangor,P.099 Ampang,1,Rodziah Binti Ismail,RODZIAH ISMAIL,PAKATAN HARAPAN (PH),56754,1,won
Selangor,P.099 Ampang,2,Ivone Low Yi Wen,IVONE LOW YI WEN,BARISAN NASIONAL (BN),11509,0,lost_deposit
Selangor,P.099 Ampang,3,Raveendran A/L Marnokaran,M.RAVEEN,BEBAS (BEBAS),148,0,lost_deposit
Selangor,P.099 Ampang,4,Zuraida Binti Kamaruddin,ZURAIDA BINTI KAMARUDDIN,PARTI BANGSA MALAYSIA (PBM),4589,0,lost_deposit
Selangor,P.099 Ampang,5,Nurul Ashikin Bte Mabahwi,DR. NURUL ASHIKIN,PARTI PEJUANG TANAHAIR (PEJUANG),2653,0,lost_deposit
Selangor,P.099 Ampang,6,Lai Wai Chong,BRYAN LAI,PARTI WARISAN SABAH (WARISAN),1423,0,lost_deposit
Selangor,P.099 Ampang,7,Sasha Lyna Binti Abdul Latif,SASHA LYNA,PERIKATAN NASIONAL (PN),27073,0,lost
Selangor,P.099 Ampang,8,Muhammad Shafiq Izwan Bin Mohd Yunos,MUHAMMAD SHAFIQ IZWAN BIN MOHD YUNOS,BEBAS (BEBAS),188,0,lost_deposit
Selangor,P.099 Ampang,9,Tan Hua Meng,TAN HUA MENG,BEBAS (BEBAS),93,0,lost_deposit
Selangor,P.100 Pandan,1,Mohd Rafizi Bin Ramli,RAFIZI RAMLI,PAKATAN HARAPAN (PH),74002,1,won
Selangor,P.100 Pandan,2,Ong Tee Keat,ONG TEE KEAT,PARTI WARISAN SABAH (WARISAN),3323,0,lost_deposit
Selangor,P.100 Pandan,3,Muhammad Farique Bin Zubir Albakri,FARIQUE ZUBIR,PERIKATAN NASIONAL (PN),25706,0,lost
Selangor,P.100 Pandan,4,Nadia Binti Hanafiah,NADIA HANAFIAH,PARTI PEJUANG TANAHAIR (PEJUANG),961,0,lost_deposit
Selangor,P.100 Pandan,5,Leong Kok Wee,LEONG KOK WEE,BARISAN NASIONAL (BN),11664,0,lost_deposit
Selangor,P.101 Hulu Langat,1,Mohd Sany Bin Hamzan,YB MOHD SANY HAMZAN,PAKATAN HARAPAN (PH),58382,1,won
Selangor,P.101 Hulu Langat,2,Markiman Bin Kobiran,DATO HAJI MARKIMAN KOBIRAN,PARTI PEJUANG TANAHAIR (PEJUANG),1655,0,lost_deposit
Selangor,P.101 Hulu Langat,3,Abdul Rahman Bin Jaafar,DATO' ABDUL RAHMAN BIN JAAFAR,PARTI WARISAN SABAH (WARISAN),370,0,lost_deposit
Selangor,P.101 Hulu Langat,4,Johan Bin Abd Aziz,DATUK WIRA HAJI JOHAN BIN ABD AZIZ,BARISAN NASIONAL (BN),32570,0,lost
Selangor,P.101 Hulu Langat,5,Mohamed Noortheen Bin Ahamed Mustafa,DR MOHAMED MUSTAFA,BEBAS (BEBAS),326,0,lost_deposit
Selangor,P.101 Hulu Langat,6,Mohd Radzi Bin Abd Latif,DATO' DR. MOHD RADZI ABD LATIF,PERIKATAN NASIONAL (PN),43486,0,lost
Selangor,P.102 Bangi,1,Muhammad Nazrul Hakim Bin Md Nazir,NAZRUL NAZIR,PERIKATAN NASIONAL (PN),71867,0,lost
Selangor,P.102 Bangi,2,Jamal Hisham Bin Hashim,DR. JAMAL,BEBAS (BEBAS),676,0,lost_deposit
Selangor,P.102 Bangi,3,Hoh Hee Lee,HOH HEE LEE,BARISAN NASIONAL (BN),25685,0,lost_deposit
Selangor,P.102 Bangi,4,Muhammad Fauzi Bin Hasim,FAUZI HASIM,BEBAS (BEBAS),401,0,lost_deposit
Selangor,P.102 Bangi,5,Suthan A/L Mookaiah,ASSOCIATE PROF. SUTHAN M,BEBAS (BEBAS),194,0,lost_deposit
Selangor,P.102 Bangi,6,Chee Chee Meng,CHEE CHEE MENG,PARTI RAKYAT MALAYSIA (PRM),752,0,lost_deposit
Selangor,P.102 Bangi,7,Syahredzan Bin Johan,SYAHREDZAN BIN JOHAN,PAKATAN HARAPAN (PH),141568,1,won
Selangor,P.102 Bangi,8,Annuar Bin Salleh,USTAZ ANNUAR BIN SALLEH,PARTI PEJUANG TANAHAIR (PEJUANG),3148,0,lost_deposit
Selangor,P.103 Puchong,1,Yeo Bee Yin,YEO BEE YIN,PAKATAN HARAPAN (PH),79425,1,won
Selangor,P.103 Puchong,2,Kuan Chee Heng,UNCLE KENTANG,BEBAS (BEBAS),1793,0,lost_deposit
Selangor,P.103 Puchong,3,Syed Ibrahim Bin Kader,DATUK SERI HAJI SYED IBRAHIM,BARISAN NASIONAL (BN),21468,0,lost
Selangor,P.103 Puchong,4,Chew Jyh Gang,JIMMY CHEW JYH GANG,PERIKATAN NASIONAL (PN),18263,0,lost
Selangor,P.104 Subang,1,Ang Hiang Ni,ALEX ANG H N,PERIKATAN NASIONAL (PN),23185,0,lost
Selangor,P.104 Subang,2,Kow Cheong Wei,DR KOW,BARISAN NASIONAL (BN),16539,0,lost_deposit
Selangor,P.104 Subang,3,Wong Chen,WONG CHEN,PAKATAN HARAPAN (PH),138259,1,won
Selangor,P.105 Petaling Jaya,1,Mohamad Ezam Bin Mohd Nor,DATUK EZAM MOHD NOR,PARTI RAKYAT MALAYSIA (PRM),2049,0,lost_deposit
Selangor,P.105 Petaling Jaya,2,K.J. John A/L Joan Kuruvilla,DR. K. J. JOHN,BEBAS (BEBAS),461,0,lost_deposit
Selangor,P.105 Petaling Jaya,3,Chew Hian Tat,CHEW HIAN TAT,BARISAN NASIONAL (BN),23253,0,lost
Selangor,P.105 Petaling Jaya,4,Mazween Binti Mokhtar,MAZWEEN MOKHTAR,PARTI PEJUANG TANAHAIR (PEJUANG),4052,0,lost_deposit
Selangor,P.105 Petaling Jaya,5,Theng Book,DATO THENG BOOK,PERIKATAN NASIONAL (PN),32736,0,lost
Selangor,P.105 Petaling Jaya,6,Lee Chean Chung,LEE CHEAN CHUNG,PAKATAN HARAPAN (PH),83311,1,won
Selangor,P.106 Damansara,1,Gobind Singh Deo,GOBIND SINGH DEO,PAKATAN HARAPAN (PH),142875,1,won
Selangor,P.106 Damansara,2,Lim Si Ching,LIM SI CHING,PERIKATAN NASIONAL (PN),18256,0,lost_deposit
Selangor,P.106 Damansara,3,Tan Gim Tuan,TAN GIM TUAN GT,BARISAN NASIONAL (BN),13806,0,lost_deposit
Selangor,P.107 Sungai Buloh,1,Ahmad Jufliz Bin Faiza,AHMAD JUFLIZ,PARTI RAKYAT MALAYSIA (PRM),279,0,lost_deposit
Selangor,P.107 Sungai Buloh,2,Mohd Akmal Bin Mohd Yusoff,AKMAL YUSOFF,PARTI PEJUANG TANAHAIR (PEJUANG),829,0,lost_deposit
Selangor,P.107 Sungai Buloh,3,Nurhaslinda Binti Basri,SIFU LINDA,BEBAS (BEBAS),113,0,lost_deposit
Selangor,P.107 Sungai Buloh,4,Khairy Jamaluddin Abu Bakar,KHAIRY JAMALUDDIN,BARISAN NASIONAL (BN),48250,0,lost
Selangor,P.107 Sungai Buloh,5,Syed Abdul Razak Bin Syed Long Alsagoff,SYED RAZAK ALSAGOFF,BEBAS (BEBAS),165,0,lost_deposit
Selangor,P.107 Sungai Buloh,6,Ramanan Ramakrishnan,RAMANAN RAMAKRISHNAN,PAKATAN HARAPAN (PH),50943,1,won
Selangor,P.107 Sungai Buloh,7,Mohd Ghazali Bin Md Hamin,HJ MOHD GHAZALI BIN MD HAMIN,PERIKATAN NASIONAL (PN),29060,0,lost
Selangor,P.108 Shah Alam,1,Azli Bin Yusof,AZLI YUSOF,PAKATAN HARAPAN (PH),61409,1,won
Selangor,P.108 Shah Alam,2,Muhammad Rafique Bin Rashid Ali,RAFIQUE RASHID,PARTI PEJUANG TANAHAIR (PEJUANG),2781,0,lost_deposit
Selangor,P.108 Shah Alam,3,Hizatul Isham Bin Abdul Jalil,ISHAM JALIL,BARISAN NASIONAL (BN),28266,0,lost
Selangor,P.108 Shah Alam,4,Afif Bin Bahardin,DR. AFIF BAHARDIN,PERIKATAN NASIONAL (PN),43314,0,lost
Selangor,P.109 Kapar,1,Muhammad Bin Noor Azman @ Noor Hizam,MUHAMMAD BIN NOOR AZMAN,BARISAN NASIONAL (BN),35079,0,lost
Selangor,P.109 Kapar,2,Daroyah Binti Alwi,DR DAROYAH BINTI ALWI,PARTI BANGSA MALAYSIA (PBM),1474,0,lost_deposit
Selangor,P.109 Kapar,3,Mohd Pathan Bin Hussin,UST. HJ. MOHD PATHAN BIN HUSSIN,PARTI PEJUANG TANAHAIR (PEJUANG),1015,0,lost_deposit
Selangor,P.109 Kapar,4,Halimah Ali,DR HALIMAH ALI,PERIKATAN NASIONAL (PN),65751,1,won
Selangor,P.109 Kapar,5,Rahim Bin Awang,DATO' SERI RAHIM,PARTI WARISAN SABAH (WARISAN),265,0,lost_deposit
Selangor,P.109 Kapar,6,Sevelinggam A/L V Ponniah,DATO' SRI SIVALINGAM,BEBAS (BEBAS),477,0,lost_deposit
Selangor,P.109 Kapar,7,Abdullah Sani Bin Abdul Hamid,ABDULLAH SANI,PAKATAN HARAPAN (PH),53969,0,lost
Selangor,P.110 Klang,1,Jaya Chandran A/L Perumal,DR JAYA,PERIKATAN NASIONAL (PN),23738,0,lost
Selangor,P.110 Klang,2,Mohd Hedrhin Bin Ramli,HEDRHIN RAMLI @ AWIN,BEBAS (BEBAS),3016,0,lost_deposit
